proc_filesystems (5) - supported filesystems
x86_64-linux-gnu-strip (1) - discard symbols and other data from object files
xauth (1)            - X authority file utility
xcursorgen (1)       - create an X cursor file from a collection of PNG images
xdg-mime (1)         - command line tool for querying information about file type handling and adding descriptions for new file types
xdg-open (1)         - opens a file or URL in the user's preferred application
xfs (5)              - layout, mount options, and supported file attributes for the XFS filesystem
xfs_admin (8)        - change parameters of an XFS filesystem
xfs_bmap (8)         - print block mapping for an XFS file
xfs_copy (8)         - copy the contents of an XFS filesystem
xfs_db (8)           - debug an XFS filesystem
xfs_estimate (8)     - estimate the space that an XFS filesystem will take
xfs_freeze (8)       - suspend access to an XFS filesystem
xfs_fsr (8)          - filesystem reorganizer for XFS
xfs_growfs (8)       - expand an XFS filesystem
xfs_info (8)         - display XFS filesystem geometry information
xfs_io (8)           - debug the I/O path of an XFS filesystem
xfs_logprint (8)     - print the log of an XFS filesystem
xfs_mdrestore (8)    - restores an XFS metadump image to a filesystem image
xfs_metadump (8)     - copy XFS filesystem metadata to a file
xfs_mkfile (8)       - create an XFS file
xfs_quota (8)        - manage use of quota on XFS filesystems
xfs_repair (8)       - repair an XFS filesystem
xfs_scrub (8)        - check and repair the contents of a mounted XFS filesystem
xfs_scrub_all (8)    - scrub all mounted XFS filesystems
xfs_spaceman (8)     - show free space information about an XFS filesystem
xfsslower-bpfcc (8)  - Trace slow xfs file operations, with per-event details.
xkeyboard-config (7) - XKB data description files
xls2csv (1)          - reads MS-Excel file and puts its content as comma-separated data on standard output
xmlcatalog (1)       - Command line tool to parse and manipulate XML or SGML catalog files.
xorg.conf (5)        - configuration files for Xorg X server
xorg.conf.d (5)      - configuration files for Xorg X server
xorriso (1)          - creates, loads, manipulates and writes ISO 9660 filesystem images with Rock Ridge extensions.
xz (1)               - Compress or decompress .xz and .lzma files
xzcat (1)            - Compress or decompress .xz and .lzma files
xzcmp (1)            - compare compressed files
xzdiff (1)           - compare compressed files
xzegrep (1)          - search compressed files for a regular expression
xzfgrep (1)          - search compressed files for a regular expression
xzgrep (1)           - search compressed files for a regular expression
xzless (1)           - view xz or lzma compressed (text) files
xzmore (1)           - view xz or lzma compressed (text) files
zcat (1)             - compress or expand files
zcmp (1)             - compare compressed files
zdiff (1)            - compare compressed files
zegrep (1)           - search possibly compressed files for a regular expression
zfgrep (1)           - search possibly compressed files for a regular expression
zforce (1)           - force a '.gz' extension on all gzip files
zfsslower-bpfcc (8)  - Trace slow zfs file operations, with per-event details.
zgrep (1)            - search possibly compressed files for a regular expression
zip (1)              - package and compress (archive) files
zipcloak (1)         - encrypt entries in a zipfile
zipdetails (1)       - display the internal structure of zip files
zipgrep (1)          - search files in a ZIP archive for lines matching a pattern
zipnote (1)          - write the comments in zipfile to stdout, edit comments and rename files in zipfile
zipsplit (1)         - split a zipfile into smaller zipfiles
zless (1)            - file perusal filter for crt viewing of compressed text
zmore (1)            - file perusal filter for crt viewing of compressed text
znew (1)             - recompress .Z files to .gz files
zstd (1)             - zstd, zstdmt, unzstd, zstdcat - Compress or decompress .zst files
zstdcat (1)          - zstd, zstdmt, unzstd, zstdcat - Compress or decompress .zst files
zstdgrep (1)         - print lines matching a pattern in zstandard-compressed files
zstdless (1)         - view zstandard-compressed files
zstdmt (1)           - zstd, zstdmt, unzstd, zstdcat - Compress or decompress .zst files
